DATAFLOW,LAST UPDATE,freq,unit,sex,isced11,citizen,age,geo,TIME_PERIOD,Value,OBS_FLAG,CONF_STATUS
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Germany,2012,"49,8",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Germany,2013,"49,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Germany,2014,50,b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Germany,2015,"49,7",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Germany,2016,"49,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Germany,2017,"47,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Germany,2018,"47,7",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Germany,2019,"46,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Germany,2020,"48,8",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Germany,2021,51,b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Germany,2022,"48,9",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Germany,2023,"47,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Denmark,2006,"42,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Denmark,2007,"46,5",bu,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Denmark,2008,"52,1",bu,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Denmark,2009,"47,8",u,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Denmark,2010,"46,2",u,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Denmark,2011,"46,1",u,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Denmark,2012,"42,8",u,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Denmark,2013,,u,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Denmark,2014,39,bu,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Denmark,2015,"38,1",u,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Denmark,2016,"35,7",bu,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Denmark,2017,37,bu,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Denmark,2018,"40,7",u,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Denmark,2019,"41,8",u,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Denmark,2020,"42,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Denmark,2021,"40,7",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Denmark,2022,"42,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Denmark,2023,"40,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2006,"53,9",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2007,"53,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2008,"52,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2009,"52,8",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2010,"52,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2011,"51,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2012,51,,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2013,"50,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2014,"49,9",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2015,"49,7",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2016,50,,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2017,"49,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2018,"48,7",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2019,"47,9",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2020,"47,7",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2021,"48,7",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2022,"47,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2023,"46,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Estonia,2006,16,,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Estonia,2007,"15,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Estonia,2008,"16,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Estonia,2009,"15,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Estonia,2010,"11,8",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Estonia,2011,"12,7",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Estonia,2012,"11,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Estonia,2013,"12,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Estonia,2014,"13,8",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Estonia,2015,"13,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Estonia,2016,"13,7",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Estonia,2017,"14,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Estonia,2018,"15,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Estonia,2019,"13,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Estonia,2020,"13,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Estonia,2021,"14,5",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Estonia,2022,"12,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Estonia,2023,"11,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Greece,2006,"54,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Greece,2007,"54,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Greece,2008,"57,7",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Greece,2009,"60,6",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Greece,2010,"60,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Greece,2011,"60,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Greece,2012,"56,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Greece,2013,"52,7",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Greece,2014,"53,1",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Greece,2015,"52,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Greece,2016,"51,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Greece,2017,"49,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Greece,2018,"49,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Greece,2019,"50,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Greece,2020,49,,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Greece,2021,"44,9",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Greece,2022,"48,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Greece,2023,"49,7",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Spain,2006,"50,8",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Spain,2007,"51,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Spain,2008,"53,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Spain,2009,"54,7",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Spain,2010,"53,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Spain,2011,"51,8",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Spain,2012,53,,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Spain,2013,"54,9",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Spain,2014,"54,2",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Spain,2015,"53,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Spain,2016,"54,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Spain,2017,"52,9",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Spain,2018,"51,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Spain,2019,"50,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Spain,2020,"48,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Spain,2021,"50,2",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Spain,2022,"53,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Spain,2023,"53,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2006,"53,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2007,"52,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2008,52,,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2009,"52,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2010,52,,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2011,"50,9",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2012,"50,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2013,"49,8",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2014,"49,4",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2015,"49,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2016,"49,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2017,"48,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2018,"48,1",,
