DATAFLOW,LAST UPDATE,freq,unit,sex,isced11,citizen,age,geo,TIME_PERIOD,Value,OBS_FLAG,CONF_STATUS
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Germany,2016,"16,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Germany,2017,"16,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Germany,2018,"16,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Germany,2019,"15,9",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Germany,2020,"16,2",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Germany,2021,"17,8",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Germany,2022,"18,9",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Germany,2023,"18,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Denmark,2004,"25,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Denmark,2005,"25,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Denmark,2006,25,,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Denmark,2007,"31,9",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Denmark,2008,"32,7",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Denmark,2009,"32,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Denmark,2010,"31,9",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Denmark,2011,"30,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Denmark,2012,"29,7",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Denmark,2013,"29,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Denmark,2014,"28,5",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Denmark,2015,"27,7",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Denmark,2016,"27,2",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Denmark,2017,"26,5",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Denmark,2018,"26,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Denmark,2019,"25,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Denmark,2020,"25,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Denmark,2021,"24,9",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Denmark,2022,"25,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Denmark,2023,"25,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2004,35,,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2005,"37,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2006,"36,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2007,"35,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2008,"34,7",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2009,"34,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2010,"33,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2011,32,,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2012,"31,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2013,30,,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2014,"29,4",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2015,"28,8",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2016,"28,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2017,"27,7",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2018,27,,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2019,"26,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2020,"25,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2021,"25,6",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2022,"25,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Euro area – 20 countries (from 2023),2023,"24,9",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Estonia,2004,"21,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Estonia,2005,"20,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Estonia,2006,"21,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Estonia,2007,"20,9",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Estonia,2008,"21,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Estonia,2009,"20,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Estonia,2010,"19,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Estonia,2011,"18,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Estonia,2012,"17,8",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Estonia,2013,"16,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Estonia,2014,"18,3",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Estonia,2015,"19,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Estonia,2016,"17,9",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Estonia,2017,"18,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Estonia,2018,"18,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Estonia,2019,"17,7",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Estonia,2020,"17,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Estonia,2021,"17,1",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Estonia,2022,"17,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Estonia,2023,"18,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Greece,2004,41,,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Greece,2005,"39,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Greece,2006,"40,9",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Greece,2007,"40,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Greece,2008,"38,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Greece,2009,38,b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Greece,2010,"36,8",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Greece,2011,"35,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Greece,2012,"34,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Greece,2013,"33,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Greece,2014,"31,8",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Greece,2015,"30,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Greece,2016,"28,8",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Greece,2017,"28,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Greece,2018,"27,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Greece,2019,"24,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Greece,2020,"23,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Greece,2021,"22,7",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Greece,2022,"21,7",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Greece,2023,"21,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Spain,2004,"55,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Spain,2005,"52,2",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Spain,2006,"51,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Spain,2007,"50,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Spain,2008,"50,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Spain,2009,"49,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Spain,2010,"48,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Spain,2011,47,,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Spain,2012,"46,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Spain,2013,"45,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Spain,2014,"44,1",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Spain,2015,"43,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Spain,2016,42,,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Spain,2017,"41,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Spain,2018,"40,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Spain,2019,"39,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Spain,2020,"37,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Spain,2021,"37,3",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Spain,2022,"36,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Spain,2023,"35,7",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2004,"32,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2005,"34,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2006,"33,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2007,"32,8",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2008,32,,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2009,"31,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2010,"30,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2011,"29,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2012,"28,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2013,"27,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2014,"27,3",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2015,"26,7",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2016,"26,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2017,"25,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2018,"24,9",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2019,"24,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2020,"23,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2021,"23,5",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2022,"23,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,European Union - 27 countries (from 2020),2023,"22,9",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Finland,2004,"27,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Finland,2005,"26,8",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Finland,2006,"26,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Finland,2007,"25,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Finland,2008,"24,9",,
